public_product_id,marketplace,brand_group,category_group,metric,metric_label,previous_value,current_value,abs_variance,pct_variance,contribution_share_pct,movement
P0039,Meesho,Axe,Body Care,revenue_quality_score,Revenue Quality Score,93.9,84.0,-9.9,-10.54,0.2,Deterioration
P0039,Website,Axe,Body Care,revenue_quality_score,Revenue Quality Score,98.4,89.3,-9.1,-9.25,0.2,Deterioration
P0041,Amazon,Axe,Body Care,revenue_quality_score,Revenue Quality Score,71.6,71.2,-0.4,-0.56,0.0,Deterioration
P0041,Flipkart,Axe,Body Care,revenue_quality_score,Revenue Quality Score,74.2,89.7,15.5,20.89,0.3,Improvement
P0041,JioMart,Axe,Body Care,revenue_quality_score,Revenue Quality Score,91.5,82.6,-8.9,-9.73,0.2,Deterioration
P0041,Meesho,Axe,Body Care,revenue_quality_score,Revenue Quality Score,94.5,93.5,-1.0,-1.06,0.0,Deterioration
P0041,Website,Axe,Body Care,revenue_quality_score,Revenue Quality Score,99.6,97.7,-1.9,-1.91,0.0,Deterioration
P0042,Amazon,Axe,Body Care,revenue_quality_score,Revenue Quality Score,81.3,73.4,-7.9,-9.72,0.1,Deterioration
P0042,Flipkart,Axe,Body Care,revenue_quality_score,Revenue Quality Score,83.7,87.9,4.2,5.02,0.1,Improvement
P0042,JioMart,Axe,Body Care,revenue_quality_score,Revenue Quality Score,92.2,90.5,-1.7,-1.84,0.0,Deterioration
P0042,Meesho,Axe,Body Care,revenue_quality_score,Revenue Quality Score,93.6,96.0,2.4,2.56,0.0,Improvement
P0042,Website,Axe,Body Care,revenue_quality_score,Revenue Quality Score,98.9,80.7,-18.2,-18.4,0.3,Deterioration
P0082,Amazon,Biore,Skin Care,revenue_quality_score,Revenue Quality Score,76.1,68.7,-7.4,-9.72,0.1,Deterioration
P0082,Flipkart,Biore,Skin Care,revenue_quality_score,Revenue Quality Score,78.6,89.7,11.1,14.12,0.2,Improvement
P0082,JioMart,Biore,Skin Care,revenue_quality_score,Revenue Quality Score,93.5,95.6,2.1,2.25,0.0,Improvement
P0082,Meesho,Biore,Skin Care,revenue_quality_score,Revenue Quality Score,90.4,89.7,-0.7,-0.77,0.0,Deterioration
P0082,Website,Biore,Skin Care,revenue_quality_score,Revenue Quality Score,96.6,100.0,3.4,3.52,0.1,Improvement
P0156,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,70.6,69.5,-1.1,-1.56,0.0,Deterioration
P0156,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,86.3,76.3,-10.0,-11.59,0.2,Deterioration
P0156,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,93.2,94.7,1.5,1.61,0.0,Improvement
P0156,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,90.9,91.0,0.1,0.11,0.0,Improvement
P0156,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,100.0,100.0,0.0,0.0,0.0,No Change
P0168,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,74.2,73.1,-1.1,-1.48,0.0,Deterioration
P0168,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,88.4,92.9,4.5,5.09,0.1,Improvement
P0168,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,95.1,95.9,0.8,0.84,0.0,Improvement
P0168,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,92.3,88.2,-4.1,-4.44,0.1,Deterioration
P0168,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,83.3,98.7,15.4,18.49,0.3,Improvement
P0170,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,68.3,65.8,-2.5,-3.66,0.0,Deterioration
P0170,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,78.5,82.1,3.6,4.59,0.1,Improvement
P0170,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,96.2,97.1,0.9,0.94,0.0,Improvement
P0170,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,65.8,96.3,30.5,46.35,0.6,Improvement
P0170,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,88.2,96.4,8.2,9.3,0.1,Improvement
P0172,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,74.4,72.8,-1.6,-2.15,0.0,Deterioration
P0172,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,81.7,83.9,2.2,2.69,0.0,Improvement
P0172,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,95.0,93.9,-1.1,-1.16,0.0,Deterioration
P0172,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,90.2,85.6,-4.6,-5.1,0.1,Deterioration
P0172,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,100.0,98.5,-1.5,-1.5,0.0,Deterioration
P0175,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,71.3,72.6,1.3,1.82,0.0,Improvement
P0175,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,75.9,83.4,7.5,9.88,0.1,Improvement
P0175,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,90.2,95.4,5.2,5.76,0.1,Improvement
P0175,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,82.8,95.9,13.1,15.82,0.2,Improvement
P0175,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,96.5,80.0,-16.5,-17.1,0.3,Deterioration
P0178,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,72.3,71.3,-1.0,-1.38,0.0,Deterioration
P0178,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,91.5,81.1,-10.4,-11.37,0.2,Deterioration
P0178,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,91.4,82.9,-8.5,-9.3,0.2,Deterioration
P0178,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,92.0,83.4,-8.6,-9.35,0.2,Deterioration
P0178,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,99.9,100.0,0.1,0.1,0.0,Improvement
P0212,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,66.0,70.9,4.9,7.42,0.1,Improvement
P0212,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,84.8,88.1,3.3,3.89,0.1,Improvement
P0212,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,94.2,75.2,-19.0,-20.17,0.3,Deterioration
P0212,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,81.5,94.0,12.5,15.34,0.2,Improvement
P0212,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,83.9,99.8,15.9,18.95,0.3,Improvement
P0218,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,73.0,67.8,-5.2,-7.12,0.1,Deterioration
P0218,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,73.1,94.8,21.7,29.69,0.4,Improvement
P0218,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,68.8,98.6,29.8,43.31,0.5,Improvement
P0218,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,78.9,93.3,14.4,18.25,0.3,Improvement
P0218,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,99.4,99.6,0.2,0.2,0.0,Improvement
P0225,Amazon,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,67.1,70.4,3.3,4.92,0.1,Improvement
P0225,Flipkart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,83.0,79.2,-3.8,-4.58,0.1,Deterioration
P0225,JioMart,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,96.1,94.4,-1.7,-1.77,0.0,Deterioration
P0225,Meesho,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,94.1,90.4,-3.7,-3.93,0.1,Deterioration
P0225,Website,Colgate,Oral Care,revenue_quality_score,Revenue Quality Score,99.9,76.1,-23.8,-23.82,0.4,Deterioration
P0230,Amazon,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,77.6,74.5,-3.1,-3.99,0.1,Deterioration
P0230,Flipkart,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,83.4,87.9,4.5,5.4,0.1,Improvement
P0230,JioMart,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,87.5,67.5,-20.0,-22.86,0.4,Deterioration
P0230,Meesho,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,91.6,82.9,-8.7,-9.5,0.2,Deterioration
P0230,Website,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,98.6,87.3,-11.3,-11.46,0.2,Deterioration
P0233,Amazon,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,66.4,65.4,-1.0,-1.51,0.0,Deterioration
P0233,Flipkart,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,83.5,77.5,-6.0,-7.19,0.1,Deterioration
P0233,JioMart,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,97.6,84.8,-12.8,-13.11,0.2,Deterioration
P0233,Meesho,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,90.8,91.9,1.1,1.21,0.0,Improvement
P0233,Website,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,100.0,82.9,-17.1,-17.1,0.3,Deterioration
P0235,Amazon,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,77.1,78.8,1.7,2.2,0.0,Improvement
P0235,Flipkart,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,87.1,82.9,-4.2,-4.82,0.1,Deterioration
P0235,JioMart,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,94.2,87.1,-7.1,-7.54,0.1,Deterioration
P0235,Meesho,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,79.9,80.6,0.7,0.88,0.0,Improvement
P0235,Website,Counterpain,Health & Wellness,revenue_quality_score,Revenue Quality Score,96.8,97.9,1.1,1.14,0.0,Improvement
P0246,Amazon,Dove,Body Care,revenue_quality_score,Revenue Quality Score,70.5,72.4,1.9,2.7,0.0,Improvement
P0246,Flipkart,Dove,Body Care,revenue_quality_score,Revenue Quality Score,87.4,89.2,1.8,2.06,0.0,Improvement
P0246,JioMart,Dove,Body Care,revenue_quality_score,Revenue Quality Score,97.3,97.1,-0.2,-0.21,0.0,Deterioration
P0246,Meesho,Dove,Body Care,revenue_quality_score,Revenue Quality Score,89.8,81.7,-8.1,-9.02,0.1,Deterioration
P0246,Website,Dove,Body Care,revenue_quality_score,Revenue Quality Score,96.8,98.7,1.9,1.96,0.0,Improvement
P0252,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,66.5,79.0,12.5,18.8,0.2,Improvement
P0252,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,76.3,89.3,13.0,17.04,0.2,Improvement
P0252,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,94.5,97.0,2.5,2.65,0.0,Improvement
P0252,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,84.3,93.7,9.4,11.15,0.2,Improvement
P0252,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,99.8,85.7,-14.1,-14.13,0.3,Deterioration
P0253,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,65.2,58.5,-6.7,-10.28,0.1,Deterioration
P0253,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,81.2,83.5,2.3,2.83,0.0,Improvement
P0253,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,90.1,94.4,4.3,4.77,0.1,Improvement
P0253,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,92.4,96.2,3.8,4.11,0.1,Improvement
P0253,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,100.0,84.8,-15.2,-15.2,0.3,Deterioration
P0257,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,69.1,61.6,-7.5,-10.85,0.1,Deterioration
P0257,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,89.0,82.7,-6.3,-7.08,0.1,Deterioration
P0257,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,97.2,98.1,0.9,0.93,0.0,Improvement
P0257,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,90.7,92.1,1.4,1.54,0.0,Improvement
P0257,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,100.0,89.3,-10.7,-10.7,0.2,Deterioration
P0259,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,69.4,63.9,-5.5,-7.93,0.1,Deterioration
P0259,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,81.8,81.3,-0.5,-0.61,0.0,Deterioration
P0259,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,95.1,90.8,-4.3,-4.52,0.1,Deterioration
P0259,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,92.5,81.8,-10.7,-11.57,0.2,Deterioration
P0259,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,99.6,100.0,0.4,0.4,0.0,Improvement
P0260,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,79.9,80.5,0.6,0.75,0.0,Improvement
P0260,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,75.9,90.0,14.1,18.58,0.3,Improvement
P0260,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,91.7,75.0,-16.7,-18.21,0.3,Deterioration
P0260,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,76.2,92.3,16.1,21.13,0.3,Improvement
P0260,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,95.3,85.9,-9.4,-9.86,0.2,Deterioration
P0261,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,76.1,56.6,-19.5,-25.62,0.4,Deterioration
P0261,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,83.4,81.1,-2.3,-2.76,0.0,Deterioration
P0261,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,87.3,95.3,8.0,9.16,0.1,Improvement
P0261,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,92.0,94.6,2.6,2.83,0.0,Improvement
P0261,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,98.4,96.9,-1.5,-1.52,0.0,Deterioration
P0262,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,66.2,66.5,0.3,0.45,0.0,Improvement
P0262,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,86.5,89.1,2.6,3.01,0.0,Improvement
P0262,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,90.9,94.0,3.1,3.41,0.1,Improvement
P0262,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,85.7,78.3,-7.4,-8.63,0.1,Deterioration
P0262,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,83.3,85.4,2.1,2.52,0.0,Improvement
P0263,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,71.0,78.7,7.7,10.85,0.1,Improvement
P0263,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,82.4,87.3,4.9,5.95,0.1,Improvement
P0263,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,76.1,92.6,16.5,21.68,0.3,Improvement
P0263,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,93.3,90.0,-3.3,-3.54,0.1,Deterioration
P0263,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,100.0,98.8,-1.2,-1.2,0.0,Deterioration
P0264,Amazon,Dove,Body Care,revenue_quality_score,Revenue Quality Score,77.0,74.4,-2.6,-3.38,0.0,Deterioration
P0264,Flipkart,Dove,Body Care,revenue_quality_score,Revenue Quality Score,92.0,75.5,-16.5,-17.93,0.3,Deterioration
P0264,JioMart,Dove,Body Care,revenue_quality_score,Revenue Quality Score,94.5,93.1,-1.4,-1.48,0.0,Deterioration
P0264,Meesho,Dove,Body Care,revenue_quality_score,Revenue Quality Score,95.0,92.1,-2.9,-3.05,0.1,Deterioration
P0264,Website,Dove,Body Care,revenue_quality_score,Revenue Quality Score,85.8,99.4,13.6,15.85,0.2,Improvement
P0270,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,70.2,68.1,-2.1,-2.99,0.0,Deterioration
P0270,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,81.6,86.1,4.5,5.51,0.1,Improvement
P0270,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,80.6,72.4,-8.2,-10.17,0.1,Deterioration
P0270,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,86.5,82.2,-4.3,-4.97,0.1,Deterioration
P0270,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,98.1,88.8,-9.3,-9.48,0.2,Deterioration
P0271,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,63.0,68.3,5.3,8.41,0.1,Improvement
P0271,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,77.6,90.5,12.9,16.62,0.2,Improvement
P0271,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,96.1,95.2,-0.9,-0.94,0.0,Deterioration
P0271,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,92.8,93.5,0.7,0.75,0.0,Improvement
P0271,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,100.0,96.7,-3.3,-3.3,0.1,Deterioration
P0278,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,58.2,58.7,0.5,0.86,0.0,Improvement
P0278,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,90.4,84.5,-5.9,-6.53,0.1,Deterioration
P0278,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,94.0,79.8,-14.2,-15.11,0.3,Deterioration
P0278,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,84.6,92.7,8.1,9.57,0.1,Improvement
P0278,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,84.1,95.2,11.1,13.2,0.2,Improvement
P0279,Amazon,Dove,Body Care,revenue_quality_score,Revenue Quality Score,79.5,75.8,-3.7,-4.65,0.1,Deterioration
P0279,Flipkart,Dove,Body Care,revenue_quality_score,Revenue Quality Score,90.7,76.0,-14.7,-16.21,0.3,Deterioration
P0279,JioMart,Dove,Body Care,revenue_quality_score,Revenue Quality Score,92.4,88.5,-3.9,-4.22,0.1,Deterioration
P0279,Meesho,Dove,Body Care,revenue_quality_score,Revenue Quality Score,86.6,89.0,2.4,2.77,0.0,Improvement
P0279,Website,Dove,Body Care,revenue_quality_score,Revenue Quality Score,99.3,100.0,0.7,0.7,0.0,Improvement
P0308,Amazon,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,68.5,65.2,-3.3,-4.82,0.1,Deterioration
P0308,Flipkart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,90.6,85.1,-5.5,-6.07,0.1,Deterioration
P0308,JioMart,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,92.8,91.4,-1.4,-1.51,0.0,Deterioration
P0308,Meesho,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,91.0,77.4,-13.6,-14.95,0.2,Deterioration
P0308,Website,Dove,Hair Care,revenue_quality_score,Revenue Quality Score,99.0,97.6,-1.4,-1.41,0.0,Deterioration
P0342,Amazon,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,72.0,76.0,4.0,5.56,0.1,Improvement
P0342,Flipkart,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,74.6,73.8,-0.8,-1.07,0.0,Deterioration
P0342,JioMart,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,91.1,95.1,4.0,4.39,0.1,Improvement
P0342,Meesho,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,84.2,78.4,-5.8,-6.89,0.1,Deterioration
P0342,Website,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,88.9,98.0,9.1,10.24,0.2,Improvement
P0343,Amazon,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,76.3,77.9,1.6,2.1,0.0,Improvement
P0343,Flipkart,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,77.9,74.8,-3.1,-3.98,0.1,Deterioration
P0343,JioMart,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,79.4,83.3,3.9,4.91,0.1,Improvement
P0343,Meesho,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,94.4,90.6,-3.8,-4.03,0.1,Deterioration
P0343,Website,Fino,Hair Care,revenue_quality_score,Revenue Quality Score,72.0,89.2,17.2,23.89,0.3,Improvement
P0427,Amazon,Kaowmanee,Skin Care,revenue_quality_score,Revenue Quality Score,56.0,60.1,4.1,7.32,0.1,Improvement
P0427,Flipkart,Kaowmanee,Skin Care,revenue_quality_score,Revenue Quality Score,83.2,93.8,10.6,12.74,0.2,Improvement
P0427,JioMart,Kaowmanee,Skin Care,revenue_quality_score,Revenue Quality Score,85.3,95.1,9.8,11.49,0.2,Improvement
P0427,Meesho,Kaowmanee,Skin Care,revenue_quality_score,Revenue Quality Score,92.4,96.2,3.8,4.11,0.1,Improvement
P0427,Website,Kaowmanee,Skin Care,revenue_quality_score,Revenue Quality Score,77.3,83.3,6.0,7.76,0.1,Improvement
P0437,Amazon,L'Oreal Paris,Skin Care,revenue_quality_score,Revenue Quality Score,71.7,73.1,1.4,1.95,0.0,Improvement
P0437,Flipkart,L'Oreal Paris,Skin Care,revenue_quality_score,Revenue Quality Score,79.2,84.4,5.2,6.57,0.1,Improvement
P0437,JioMart,L'Oreal Paris,Skin Care,revenue_quality_score,Revenue Quality Score,90.1,75.1,-15.0,-16.65,0.3,Deterioration
P0437,Meesho,L'Oreal Paris,Skin Care,revenue_quality_score,Revenue Quality Score,78.3,82.9,4.6,5.87,0.1,Improvement
P0437,Website,L'Oreal Paris,Skin Care,revenue_quality_score,Revenue Quality Score,100.0,99.8,-0.2,-0.2,0.0,Deterioration
P0475,Amazon,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,63.2,68.0,4.8,7.59,0.1,Improvement
P0475,Flipkart,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,88.3,82.9,-5.4,-6.12,0.1,Deterioration
P0475,JioMart,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,95.6,96.5,0.9,0.94,0.0,Improvement
P0475,Meesho,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,87.2,95.1,7.9,9.06,0.1,Improvement
P0475,Website,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,83.3,97.0,13.7,16.45,0.3,Improvement
P0476,Amazon,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,61.7,64.9,3.2,5.19,0.1,Improvement
P0476,Flipkart,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,84.4,87.8,3.4,4.03,0.1,Improvement
P0476,JioMart,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,94.6,98.3,3.7,3.91,0.1,Improvement
P0476,Meesho,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,92.6,91.8,-0.8,-0.86,0.0,Deterioration
P0476,Website,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,85.8,81.2,-4.6,-5.36,0.1,Deterioration
P0488,Amazon,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,73.5,73.5,0.0,0.0,0.0,No Change
P0488,Flipkart,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,88.1,88.6,0.5,0.57,0.0,Improvement
P0488,JioMart,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,95.6,93.9,-1.7,-1.78,0.0,Deterioration
P0488,Meesho,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,90.4,80.0,-10.4,-11.5,0.2,Deterioration
P0488,Website,Listerine,Oral Care,revenue_quality_score,Revenue Quality Score,90.4,88.4,-2.0,-2.21,0.0,Deterioration
P0528,Amazon,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,74.1,70.2,-3.9,-5.26,0.1,Deterioration
P0528,Flipkart,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,90.6,89.2,-1.4,-1.55,0.0,Deterioration
P0528,JioMart,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,85.1,91.2,6.1,7.17,0.1,Improvement
P0528,Meesho,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,81.4,84.1,2.7,3.32,0.0,Improvement
P0528,Website,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,84.7,83.2,-1.5,-1.77,0.0,Deterioration
P0529,Amazon,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,78.0,76.5,-1.5,-1.92,0.0,Deterioration
P0529,Flipkart,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,86.0,79.5,-6.5,-7.56,0.1,Deterioration
P0529,JioMart,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,95.6,92.9,-2.7,-2.82,0.0,Deterioration
P0529,Meesho,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,90.8,89.2,-1.6,-1.76,0.0,Deterioration
P0529,Website,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,75.0,83.3,8.3,11.07,0.2,Improvement
P0531,Amazon,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,67.5,66.9,-0.6,-0.89,0.0,Deterioration
P0531,Flipkart,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,86.4,80.6,-5.8,-6.71,0.1,Deterioration
P0531,JioMart,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,97.3,73.5,-23.8,-24.46,0.4,Deterioration
P0531,Meesho,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,82.8,74.7,-8.1,-9.78,0.1,Deterioration
P0531,Website,NEXCARE,Skin Care,revenue_quality_score,Revenue Quality Score,72.2,97.2,25.0,34.63,0.5,Improvement
P0534,Amazon,Nexcare,Skin Care,revenue_quality_score,Revenue Quality Score,74.5,69.1,-5.4,-7.25,0.1,Deterioration
P0534,Flipkart,Nexcare,Skin Care,revenue_quality_score,Revenue Quality Score,80.7,77.2,-3.5,-4.34,0.1,Deterioration
P0534,JioMart,Nexcare,Skin Care,revenue_quality_score,Revenue Quality Score,95.2,56.7,-38.5,-40.44,0.7,Deterioration
P0534,Meesho,Nexcare,Skin Care,revenue_quality_score,Revenue Quality Score,90.5,84.5,-6.0,-6.63,0.1,Deterioration
P0534,Website,Nexcare,Skin Care,revenue_quality_score,Revenue Quality Score,80.0,96.2,16.2,20.25,0.3,Improvement
P0536,Amazon,NOVOLIFE,Health & Wellness,revenue_quality_score,Revenue Quality Score,53.8,56.6,2.8,5.2,0.1,Improvement
P0536,Flipkart,NOVOLIFE,Health & Wellness,revenue_quality_score,Revenue Quality Score,85.4,85.5,0.1,0.12,0.0,Improvement
P0536,JioMart,NOVOLIFE,Health & Wellness,revenue_quality_score,Revenue Quality Score,83.2,96.9,13.7,16.47,0.3,Improvement
P0536,Meesho,NOVOLIFE,Health & Wellness,revenue_quality_score,Revenue Quality Score,93.2,80.8,-12.4,-13.3,0.2,Deterioration
P0536,Website,NOVOLIFE,Health & Wellness,revenue_quality_score,Revenue Quality Score,90.9,97.6,6.7,7.37,0.1,Improvement
P0543,Amazon,Ora2,Oral Care,revenue_quality_score,Revenue Quality Score,75.9,76.2,0.3,0.4,0.0,Improvement
