public_product_id,marketplace,brand_group,category_group,product_group,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,revenue_quality_score,revenue_quality_band,fee_review_flag,refund_review_flag,promotion_review_flag
P1248,Website,Watsons,Skin Care,Lip Care,6.2,5.9,3.9,104.8,91.6,Strong,Monitor,Monitor,Monitor
P1254,JioMart,Watsons,Oral Care,Dental Floss,12.6,2.5,4.6,95.9,89.4,Strong,Monitor,Monitor,Monitor
P0476,Website,Listerine,Oral Care,Mouthwash,6.0,9.3,4.4,99.1,89.5,Strong,Monitor,Monitor,Monitor
P1035,Meesho,Sunsilk,Hair Care,Shampoo,14.8,6.4,3.1,94.2,86.2,Strong,Monitor,Monitor,Monitor
P1032,Meesho,Sunsilk,Hair Care,Shampoo,14.3,3.5,3.4,97.9,87.8,Strong,Monitor,Monitor,Monitor
P1039,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,12.0,1.1,4.6,98.7,92.0,Strong,Monitor,Monitor,Monitor
P0944,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,12.1,3.6,4.3,97.7,91.7,Strong,Monitor,Monitor,Monitor
P1033,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,5.8,0.0,4.4,108.2,98.7,Strong,Monitor,Monitor,Monitor
P0931,JioMart,SHIVAMAX,Electronics & Travel Accessories,General Product,11.8,4.7,3.3,94.9,89.2,Strong,Monitor,Monitor,Monitor
P0170,JioMart,Colgate,Oral Care,Toothpaste,12.0,3.7,4.4,96.0,89.8,Strong,Monitor,Monitor,Monitor
P0278,JioMart,Dove,Hair Care,Shampoo,12.4,6.2,4.5,93.3,87.3,Strong,Monitor,Monitor,Monitor
P1249,Meesho,Watsons,Oral Care,Floss Picks,14.7,4.0,4.4,95.1,85.5,Strong,Monitor,Monitor,Monitor
P1251,Meesho,Watsons,Oral Care,Floss Picks,14.9,4.7,3.6,96.8,87.0,Strong,Monitor,Monitor,Monitor
P0308,JioMart,Dove,Hair Care,General Product,11.9,0.0,4.1,99.0,93.6,Strong,Monitor,Monitor,Monitor
P0917,Flipkart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,17.5,4.9,4.1,93.9,84.8,Strong,Monitor,Monitor,Monitor
P0758,Website,Sasi,Lip,Sunscreen,6.4,4.9,4.6,104.1,92.2,Strong,Monitor,Monitor,Monitor
P0476,JioMart,Listerine,Oral Care,Mouthwash,11.7,2.6,4.1,98.5,91.9,Strong,Monitor,Monitor,Monitor
P0927,Flipkart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,17.8,0.9,3.8,97.8,88.4,Strong,Monitor,Monitor,Monitor
P0915,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,15.6,7.2,4.2,93.7,84.2,Strong,Monitor,Monitor,Monitor
P1164,Meesho,Wangprom,Health & Wellness,Herbal Inhaler,14.6,6.0,3.7,94.3,88.0,Strong,Monitor,Monitor,Monitor
P0770,Meesho,Sasi,Skin Care,General Product,14.3,6.4,3.6,94.1,88.7,Strong,Monitor,Monitor,Monitor
P0170,Website,Colgate,Oral Care,Toothpaste,6.5,6.1,4.2,103.3,92.4,Strong,Monitor,Monitor,Monitor
P1026,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,14.4,2.9,3.9,98.4,89.8,Strong,Monitor,Monitor,Monitor
P0262,Website,Dove,Hair Care,Hair Oil & Serum,5.8,4.0,4.2,105.7,94.2,Strong,Monitor,Monitor,Monitor
P0679,Meesho,Poy Sian,Health & Wellness,Herbal Inhaler,14.4,3.7,4.1,95.3,89.2,Strong,Monitor,Monitor,Monitor
P1218,Meesho,Watsons,Oral Care,Floss Picks,14.4,7.2,4.5,94.5,87.4,Strong,Monitor,Monitor,Monitor
P0890,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,12.2,7.5,4.2,92.4,85.0,Strong,Monitor,Monitor,Monitor
P1185,Website,Watsons,Oral Care,Floss Picks,6.3,9.0,3.9,100.6,88.4,Strong,Monitor,Monitor,Monitor
P0427,Meesho,Kaowmanee,Skin Care,General Product,15.1,2.8,4.3,97.0,88.0,Strong,Monitor,Monitor,Monitor
P1185,JioMart,Watsons,Oral Care,Floss Picks,12.8,8.4,4.1,91.7,86.3,Strong,Monitor,Monitor,Monitor
P0758,JioMart,Sasi,Lip,Sunscreen,12.2,1.0,3.9,100.0,92.5,Strong,Monitor,Monitor,Monitor
P0840,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,12.4,6.8,3.8,95.0,87.5,Strong,Monitor,Monitor,Monitor
P0308,Website,Dove,Hair Care,General Product,6.3,1.6,4.4,105.1,95.8,Strong,Monitor,Monitor,Monitor
P0770,JioMart,Sasi,Skin Care,General Product,12.7,5.7,4.0,95.5,89.2,Strong,Monitor,Monitor,Monitor
P0225,Website,Colgate,Oral Care,Toothpaste,6.4,6.1,4.1,103.6,92.0,Strong,Monitor,Monitor,Monitor
P0890,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,6.0,9.2,4.9,100.0,89.1,Strong,Monitor,Monitor,Monitor
P1072,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,15.3,5.9,4.0,91.9,84.8,Strong,Monitor,Monitor,Monitor
P0557,JioMart,Oral-B,Oral Care,Dental Floss,11.9,3.5,3.9,98.0,89.7,Strong,Monitor,Monitor,Monitor
P0259,Website,Dove,Hair Care,General Product,5.8,4.5,3.7,105.3,92.2,Strong,Monitor,Monitor,Monitor
P1099,JioMart,Tros,Body Care,Deodorant & Body Spray,12.3,2.9,2.8,100.1,92.0,Strong,Monitor,Monitor,Monitor
P0944,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,6.5,5.0,4.5,104.4,92.6,Strong,Monitor,Monitor,Monitor
P1100,Website,Tros,Body Care,Deodorant & Body Spray,5.8,1.9,3.3,108.1,94.5,Strong,Monitor,Monitor,Monitor
P1196,JioMart,Watsons,Oral Care,Floss Picks,12.4,4.6,4.8,94.2,85.8,Strong,Monitor,Monitor,Monitor
P1190,Website,Watsons,Oral Care,Dental Floss,5.9,4.1,3.1,106.6,92.9,Strong,Monitor,Monitor,Monitor
P0705,Website,Protex,Body Care,General Product,6.1,2.3,4.0,107.4,94.5,Strong,Monitor,Monitor,Monitor
P0595,Website,Pantene,Hair Care,Hair Conditioner & Treatment,5.7,6.1,4.1,103.8,91.2,Strong,Monitor,Monitor,Monitor
P0557,Website,Oral-B,Oral Care,Dental Floss,6.2,6.9,4.6,101.8,91.0,Strong,Monitor,Monitor,Monitor
P0024,JioMart,AR,Skin Care,General Product,12.4,4.7,3.7,96.1,86.6,Strong,Monitor,Monitor,Monitor
P1248,JioMart,Watsons,Skin Care,Lip Care,11.8,2.6,3.9,100.6,93.1,Strong,Monitor,Monitor,Monitor
P1070,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,14.6,4.0,4.1,97.4,88.9,Strong,Monitor,Monitor,Monitor
P0257,Website,Dove,Hair Care,General Product,6.1,4.9,4.6,104.4,94.3,Strong,Monitor,Monitor,Monitor
P0253,JioMart,Dove,Hair Care,General Product,12.4,5.5,4.2,93.2,85.5,Strong,Monitor,Monitor,Monitor
P0270,Website,Dove,Hair Care,Hair Oil & Serum,6.5,7.3,4.4,102.9,91.8,Strong,Monitor,Monitor,Monitor
P1112,Website,Vaseline,Body Care,Deodorant & Body Spray,5.9,5.0,3.6,105.2,94.1,Strong,Monitor,Monitor,Monitor
P0212,JioMart,Colgate,Oral Care,Toothpaste,12.0,4.0,4.7,95.0,88.1,Strong,Monitor,Monitor,Monitor
P0261,JioMart,Dove,Hair Care,General Product,12.5,5.2,3.8,98.4,87.9,Strong,Monitor,Monitor,Monitor
P0763,JioMart,Sasi,Lip,Lip Care,12.5,5.1,3.9,95.1,89.2,Strong,Monitor,Monitor,Monitor
P1190,JioMart,Watsons,Oral Care,Dental Floss,11.9,1.3,4.1,98.9,91.1,Strong,Monitor,Monitor,Monitor
P1200,Meesho,Watsons,Oral Care,Dental Floss,14.7,4.1,3.8,96.0,87.1,Strong,Monitor,Monitor,Monitor
P1041,Website,Sunsilk,Hair Care,Shampoo,6.9,8.0,4.2,103.2,89.4,Strong,Monitor,Monitor,Monitor
P0259,JioMart,Dove,Hair Care,General Product,12.4,6.6,4.4,92.2,87.1,Strong,Monitor,Monitor,Monitor
P0271,Website,Dove,Hair Care,General Product,6.0,2.0,4.2,107.5,94.9,Strong,Monitor,Monitor,Monitor
P0598,Website,Pantene,Hair Care,General Product,6.2,2.6,3.6,106.1,94.8,Strong,Monitor,Monitor,Monitor
P1214,Meesho,Watsons,Oral Care,Floss Picks,15.1,4.6,4.3,94.9,86.0,Strong,Monitor,Monitor,Monitor
P1032,Website,Sunsilk,Hair Care,Shampoo,6.5,0.7,3.7,109.4,97.1,Strong,Monitor,Monitor,Monitor
P0840,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,6.5,4.2,4.4,105.1,93.7,Strong,Monitor,Monitor,Monitor
P1099,Website,Tros,Body Care,Deodorant & Body Spray,5.9,2.6,3.4,106.9,95.0,Strong,Monitor,Monitor,Monitor
P0536,Meesho,NOVOLIFE,Health & Wellness,Herbal Inhaler,16.0,8.4,3.4,93.7,84.3,Strong,Monitor,Monitor,Monitor
P0233,Website,Counterpain,Health & Wellness,Pain Relief,6.2,4.6,4.4,105.9,94.4,Strong,Monitor,Monitor,Monitor
P1100,JioMart,Tros,Body Care,Deodorant & Body Spray,11.6,2.6,3.3,100.0,90.8,Strong,Monitor,Monitor,Monitor
P0705,JioMart,Protex,Body Care,General Product,11.7,1.8,3.7,99.4,91.9,Strong,Monitor,Monitor,Monitor
P0233,JioMart,Counterpain,Health & Wellness,Pain Relief,12.2,6.0,3.9,96.6,88.3,Strong,Monitor,Monitor,Monitor
P0225,JioMart,Colgate,Oral Care,Toothpaste,11.9,3.8,4.1,97.9,90.7,Strong,Monitor,Monitor,Monitor
P1039,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,6.2,5.9,4.5,102.5,90.7,Strong,Monitor,Monitor,Monitor
P0270,JioMart,Dove,Hair Care,Hair Oil & Serum,12.5,7.3,4.3,95.9,86.9,Strong,Monitor,Monitor,Monitor
P0531,Website,NEXCARE,Skin Care,General Product,6.1,3.5,4.7,104.8,93.5,Strong,Monitor,Monitor,Monitor
P1254,Website,Watsons,Oral Care,Dental Floss,6.2,2.2,4.2,107.0,96.0,Strong,Monitor,Monitor,Monitor
P0595,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,12.0,4.6,3.7,96.5,88.0,Strong,Monitor,Monitor,Monitor
P1112,JioMart,Vaseline,Body Care,Deodorant & Body Spray,12.1,2.4,4.1,98.7,90.5,Strong,Monitor,Monitor,Monitor
P0706,JioMart,Protex,Body Care,General Product,12.4,6.2,4.4,93.2,86.6,Strong,Monitor,Monitor,Monitor
P1033,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,12.4,5.5,3.5,97.2,88.7,Strong,Monitor,Monitor,Monitor
P0257,JioMart,Dove,Hair Care,General Product,12.4,5.6,3.9,93.8,88.0,Strong,Monitor,Monitor,Monitor
P0261,Website,Dove,Hair Care,General Product,6.1,3.7,4.1,105.9,94.2,Strong,Monitor,Monitor,Monitor
P1071,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,14.8,4.3,3.7,97.5,88.1,Strong,Monitor,Monitor,Monitor
P1029,JioMart,Sunsilk,Hair Care,Shampoo,13.0,3.9,3.2,98.7,91.0,Strong,Monitor,Monitor,Monitor
P1052,JioMart,Sunsilk,Hair Care,Shampoo,12.6,6.4,4.1,94.1,85.5,Strong,Monitor,Monitor,Monitor
P0868,JioMart,SHIVAMAX,Home & Kitchen,General Product,12.7,4.3,4.5,97.0,88.4,Strong,Monitor,Monitor,Monitor
P0262,JioMart,Dove,Hair Care,Hair Oil & Serum,12.2,9.3,4.3,91.3,86.2,Strong,Monitor,Monitor,Monitor
P0932,Meesho,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,15.1,3.9,4.0,94.9,86.1,Strong,Monitor,Monitor,Monitor
P0475,JioMart,Listerine,Oral Care,Mouthwash,12.2,6.4,3.6,95.5,87.1,Strong,Monitor,Monitor,Monitor
P1026,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,12.7,5.1,3.8,96.6,89.4,Strong,Monitor,Monitor,Monitor
P0720,JioMart,Protex,Body Care,General Product,12.1,2.1,3.9,99.8,91.3,Strong,Monitor,Monitor,Monitor
P1164,JioMart,Wangprom,Health & Wellness,Herbal Inhaler,12.5,10.6,4.0,92.0,84.3,Strong,Monitor,Review,Monitor
P0917,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,15.4,6.1,3.8,95.1,84.9,Strong,Monitor,Monitor,Monitor
P1035,Website,Sunsilk,Hair Care,Shampoo,6.1,2.4,4.0,108.2,95.0,Strong,Monitor,Monitor,Monitor
P1038,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,12.5,3.1,4.0,98.7,90.0,Strong,Monitor,Monitor,Monitor
P0868,Website,SHIVAMAX,Home & Kitchen,General Product,6.6,3.3,3.7,109.6,94.0,Strong,Monitor,Monitor,Monitor
P1035,JioMart,Sunsilk,Hair Care,Shampoo,12.6,5.2,3.8,98.4,89.3,Strong,Monitor,Monitor,Monitor
P0720,Website,Protex,Body Care,General Product,6.5,3.1,4.1,108.4,94.2,Strong,Monitor,Monitor,Monitor
P1052,Website,Sunsilk,Hair Care,Shampoo,5.8,3.1,4.1,106.6,94.4,Strong,Monitor,Monitor,Monitor
P1003,JioMart,Snake Brand,Body Care,General Product,11.8,3.6,4.1,98.3,89.5,Strong,Monitor,Monitor,Monitor
P1032,JioMart,Sunsilk,Hair Care,Shampoo,12.6,2.4,3.6,99.3,91.1,Strong,Monitor,Monitor,Monitor
P1164,Website,Wangprom,Health & Wellness,Herbal Inhaler,6.6,2.1,4.2,108.3,94.6,Strong,Monitor,Monitor,Monitor
P0770,Website,Sasi,Skin Care,General Product,6.4,3.9,4.2,105.6,92.2,Strong,Monitor,Monitor,Monitor
P0253,Website,Dove,Hair Care,General Product,6.0,5.6,3.2,103.8,92.6,Strong,Monitor,Monitor,Monitor
P0427,Website,Kaowmanee,Skin Care,General Product,7.0,7.0,3.9,103.1,89.4,Strong,Monitor,Monitor,Monitor
P0475,Website,Listerine,Oral Care,Mouthwash,6.7,6.3,4.2,105.7,92.0,Strong,Monitor,Monitor,Monitor
P1038,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,6.3,3.9,3.6,105.8,93.1,Strong,Monitor,Monitor,Monitor
P0531,JioMart,NEXCARE,Skin Care,General Product,12.0,5.3,4.5,95.5,89.7,Strong,Monitor,Monitor,Monitor
P1249,JioMart,Watsons,Oral Care,Floss Picks,12.3,1.8,4.6,99.0,92.0,Strong,Monitor,Monitor,Monitor
P1041,JioMart,Sunsilk,Hair Care,Shampoo,12.8,7.9,4.1,94.3,84.9,Strong,Monitor,Monitor,Monitor
P0706,Website,Protex,Body Care,General Product,5.9,3.4,4.1,107.5,92.8,Strong,Monitor,Monitor,Monitor
P0555,Website,Oral-B,Oral Care,Dental Floss,6.0,5.3,3.4,106.7,93.4,Strong,Monitor,Monitor,Monitor
P0889,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,15.7,3.9,4.2,95.7,87.1,Strong,Monitor,Monitor,Monitor
P0917,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,7.8,6.4,3.9,105.8,90.5,Strong,Monitor,Monitor,Monitor
P1251,Website,Watsons,Oral Care,Floss Picks,6.9,5.3,4.6,104.9,91.4,Strong,Monitor,Monitor,Monitor
P0679,Website,Poy Sian,Health & Wellness,Herbal Inhaler,7.3,9.7,3.9,99.7,87.6,Strong,Monitor,Monitor,Monitor
P1029,Website,Sunsilk,Hair Care,Shampoo,6.7,2.1,4.0,108.8,94.7,Strong,Monitor,Monitor,Monitor
P0278,Website,Dove,Hair Care,Shampoo,6.0,3.2,3.6,107.9,93.4,Strong,Monitor,Monitor,Monitor
P1026,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,6.4,8.6,3.9,102.7,90.3,Strong,Monitor,Monitor,Monitor
P0536,Website,NOVOLIFE,Health & Wellness,Herbal Inhaler,7.0,8.5,3.8,102.3,88.4,Strong,Monitor,Monitor,Monitor
P1072,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,7.5,8.7,4.5,102.5,88.8,Strong,Monitor,Monitor,Monitor
P0915,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,13.6,5.0,3.7,97.3,86.8,Strong,Monitor,Monitor,Monitor
P1251,JioMart,Watsons,Oral Care,Floss Picks,12.6,2.4,4.2,100.5,90.6,Strong,Monitor,Monitor,Monitor
P1072,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,13.5,5.2,3.4,97.3,89.8,Strong,Monitor,Monitor,Monitor
P0690,JioMart,Protex,Body Care,General Product,12.7,3.5,4.1,99.8,89.6,Strong,Monitor,Monitor,Monitor
P0763,Website,Sasi,Lip,Lip Care,5.5,2.9,3.7,106.7,95.2,Strong,Monitor,Monitor,Monitor
P1218,JioMart,Watsons,Oral Care,Floss Picks,12.9,3.4,3.9,98.9,89.8,Strong,Monitor,Monitor,Monitor
P1071,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,12.6,0.7,4.1,101.6,93.2,Strong,Monitor,Monitor,Monitor
P1214,Website,Watsons,Oral Care,Floss Picks,6.6,4.5,4.1,108.1,92.5,Strong,Monitor,Monitor,Monitor
P0427,JioMart,Kaowmanee,Skin Care,General Product,12.7,8.0,3.3,93.9,86.4,Strong,Monitor,Monitor,Monitor
P0927,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,15.6,5.3,4.2,96.9,86.3,Strong,Monitor,Monitor,Monitor
P1070,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,6.4,5.3,4.1,108.0,92.9,Strong,Monitor,Monitor,Monitor
P0915,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,7.7,6.1,4.3,105.3,91.3,Strong,Monitor,Monitor,Monitor
P1070,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,13.9,5.6,4.4,95.0,87.0,Strong,Monitor,Monitor,Monitor
P1071,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,7.7,7.2,3.5,105.6,90.5,Strong,Monitor,Monitor,Monitor
P1200,Website,Watsons,Oral Care,Dental Floss,7.1,4.9,3.8,106.5,90.9,Strong,Monitor,Monitor,Monitor
P0917,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,13.1,4.9,3.9,99.7,89.4,Strong,Monitor,Monitor,Monitor
P1200,JioMart,Watsons,Oral Care,Dental Floss,13.1,5.3,3.4,97.5,88.3,Strong,Monitor,Monitor,Monitor
P1214,JioMart,Watsons,Oral Care,Floss Picks,12.9,3.7,3.7,99.3,90.5,Strong,Monitor,Monitor,Monitor
P1218,Website,Watsons,Oral Care,Floss Picks,5.7,0.8,3.9,112.2,97.4,Strong,Monitor,Monitor,Monitor
P0932,JioMart,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,12.7,0.5,4.1,100.5,92.0,Strong,Monitor,Monitor,Monitor
P1249,Website,Watsons,Oral Care,Floss Picks,7.1,5.6,4.7,106.8,92.4,Strong,Monitor,Monitor,Monitor
P0889,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,7.0,6.5,4.4,107.2,93.5,Strong,Monitor,Monitor,Monitor
P0679,JioMart,Poy Sian,Health & Wellness,Herbal Inhaler,11.9,3.9,3.6,98.9,88.7,Strong,Monitor,Monitor,Monitor
P0927,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,8.4,8.9,4.4,107.0,88.0,Strong,Monitor,Monitor,Monitor
P0690,Website,Protex,Body Care,General Product,6.6,10.7,3.1,104.0,86.0,Strong,Monitor,Review,Monitor
P0932,Website,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,6.5,1.1,4.9,112.4,97.3,Strong,Monitor,Monitor,Monitor
P0536,JioMart,NOVOLIFE,Health & Wellness,Herbal Inhaler,13.3,2.4,4.1,99.4,89.9,Strong,Monitor,Monitor,Monitor
P0889,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,12.9,2.4,4.4,102.1,91.1,Strong,Monitor,Monitor,Monitor
P0927,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,13.5,8.9,4.3,95.3,87.1,Strong,Monitor,Monitor,Monitor
