public_product_id,marketplace,brand_group,category_group,product_group,listing_price_band,inventory_band,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_risk_score,margin_risk_band,revenue_quality_score,recommended_action,action_priority,action_reason
P0554,Meesho,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,29.9,30.2,13.5,6.2,3.6,91.4,5.7,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,29.7,30.2,13.3,6.4,3.9,91.2,5.7,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Meesho,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,27.9,28.4,13.3,5.6,3.5,91.1,5.7,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,Meesho,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,27.2,27.3,13.4,3.6,4.4,93.1,5.7,Low Risk,86.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,Meesho,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,26.8,31.8,13.5,5.3,4.0,93.0,5.7,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,Meesho,Vaseline,Body Care,General Product,500-999,Out of Stock / 0,26.5,26.7,13.5,4.7,3.9,92.5,5.7,Low Risk,86.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,Meesho,Counterpain,Health & Wellness,Pain Relief,500-999,Low / 3-5,26.3,29.6,13.2,6.1,3.7,91.0,5.7,Low Risk,84.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0034,Meesho,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,22.2,32.2,13.8,3.0,4.1,94.9,5.7,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,Meesho,Dove,Body Care,Deodorant & Body Spray,500-999,High / 16-50,22.2,29.0,13.5,3.2,4.3,94.3,5.7,Low Risk,88.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,Meesho,L'Oreal Paris,Skin Care,Face Cleanser,500-999,Very High / 51+,22.0,28.2,13.5,4.8,3.7,94.2,5.7,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,Meesho,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,20.8,26.3,13.3,5.8,3.6,93.2,5.7,Low Risk,86.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,Meesho,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,19.8,25.3,13.7,3.4,4.2,93.8,5.7,Low Risk,87.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Meesho,Vaseline,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,19.1,27.8,13.6,3.6,4.0,95.4,5.7,Low Risk,88.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Meesho,Dove,Body Care,Deodorant & Body Spray,500-999,Medium / 6-15,18.1,24.1,13.8,4.2,3.6,93.6,5.7,Low Risk,87.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,Meesho,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,17.0,25.9,13.3,4.9,4.0,92.7,5.7,Low Risk,85.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Meesho,Wangprom,Health & Wellness,General Product,500-999,Out of Stock / 0,16.5,25.9,13.7,3.7,4.2,94.5,5.7,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Meesho,Dove,Hair Care,General Product,<500,Out of Stock / 0,14.7,30.0,13.9,2.6,3.7,94.9,5.7,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Meesho,Colgate,Oral Care,Toothpaste,<500,Out of Stock / 0,14.2,30.4,14.1,3.6,4.4,94.5,5.7,Low Risk,89.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Meesho,Tros,Body Care,Deodorant & Body Spray,<500,Very Low / 1-2,14.2,28.8,13.8,5.5,3.5,93.4,5.7,Low Risk,87.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Meesho,Dove,Hair Care,General Product,<500,Out of Stock / 0,14.0,28.4,14.0,1.5,3.9,97.9,5.7,Low Risk,90.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Meesho,Dove,Hair Care,Hair Oil & Serum,<500,Out of Stock / 0,13.1,26.3,14.0,3.4,3.4,97.2,5.7,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,Meesho,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,12.8,24.1,14.0,2.7,4.4,95.4,5.7,Low Risk,88.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,Meesho,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,33.1,33.7,13.2,4.3,4.2,92.7,5.6,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,Meesho,Colgate,Oral Care,Toothpaste,500-999,Very Low / 1-2,32.5,32.9,13.2,3.7,4.5,92.6,5.6,Low Risk,86.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,Meesho,Senka,Skin Care,Face Cleanser,500-999,Very Low / 1-2,32.5,32.7,13.1,4.7,4.1,92.2,5.6,Low Risk,86.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,31.2,31.6,13.2,4.4,4.0,93.2,5.6,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,Meesho,Senka,Skin Care,Face Cleanser,500-999,Low / 3-5,30.1,30.4,13.1,3.8,4.6,92.9,5.6,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,Meesho,Counterpain,Health & Wellness,Pain Relief,500-999,Out of Stock / 0,29.6,30.2,13.3,4.8,4.2,91.1,5.6,Low Risk,86.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,29.0,30.8,13.2,4.8,4.1,92.8,5.6,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,Meesho,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,28.2,29.4,13.4,4.2,4.4,91.1,5.6,Low Risk,85.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,Meesho,Pantene,Hair Care,Hair Oil & Serum,500-999,Out of Stock / 0,28.1,28.4,13.2,5.3,4.2,91.7,5.6,Low Risk,86.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,Meesho,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,27.8,28.4,13.5,3.3,3.7,92.3,5.6,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Meesho,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,27.5,27.8,13.3,4.8,3.4,92.8,5.6,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,26.3,26.7,13.3,4.3,3.4,93.1,5.6,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Meesho,Colgate,Oral Care,Toothpaste,500-999,Medium / 6-15,24.9,31.6,13.5,3.5,4.0,94.6,5.6,Low Risk,88.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,Meesho,Vita Keratin,Hair Care,General Product,500-999,Out of Stock / 0,24.7,26.5,13.4,4.4,3.7,93.4,5.6,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,24.4,25.3,13.5,3.2,4.2,94.2,5.6,Low Risk,87.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,Meesho,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,24.2,24.7,13.2,4.1,4.7,92.3,5.6,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Meesho,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,24.1,24.5,13.1,4.3,3.8,93.9,5.6,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,Meesho,Vaseline,Skin Care,Body Scrub,500-999,Very Low / 1-2,22.5,28.6,13.2,3.9,4.0,94.7,5.6,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,Meesho,Nexcare,Skin Care,General Product,500-999,Low / 3-5,21.4,27.1,13.4,3.4,4.2,93.7,5.6,Low Risk,87.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,Meesho,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,20.6,26.1,13.6,5.9,3.8,92.4,5.6,Low Risk,87.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Meesho,Vaseline,Body Care,Deodorant & Body Spray,500-999,Low / 3-5,19.1,27.8,13.6,3.6,3.6,93.9,5.6,Low Risk,88.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,Meesho,Dove,Hair Care,Shampoo,<500,Out of Stock / 0,17.8,36.3,13.8,2.5,3.4,96.7,5.6,Low Risk,89.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Meesho,Dove,Hair Care,General Product,<500,Out of Stock / 0,15.1,31.0,14.0,1.9,3.4,96.4,5.6,Low Risk,90.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Meesho,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,14.5,29.4,14.0,0.8,3.8,96.9,5.6,Low Risk,90.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Out of Stock / 0,14.1,28.6,13.9,3.3,3.6,96.7,5.6,Low Risk,90.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,Meesho,Vaseline,Body Care,Deodorant & Body Spray,<500,Very Low / 1-2,13.8,28.0,14.0,1.8,4.0,96.6,5.6,Low Risk,90.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,Meesho,Dove,Hair Care,General Product,<500,Very High / 51+,13.7,27.8,13.8,3.1,3.5,96.4,5.6,Low Risk,90.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,10.3,20.4,12.2,7.5,4.2,92.4,5.6,Low Risk,85.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,JioMart,Watsons,Oral Care,Floss Picks,<500,Low / 3-5,10.2,19.2,12.8,8.4,4.1,91.7,5.6,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,JioMart,Watsons,Oral Care,Floss Picks,<500,Very Low / 1-2,9.7,18.2,12.4,4.6,4.8,94.2,5.6,Low Risk,85.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,JioMart,Dove,Hair Care,Hair Oil & Serum,<500,Very High / 51+,8.9,17.6,12.5,7.3,4.3,95.9,5.6,Low Risk,86.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,JioMart,Sunsilk,Hair Care,Shampoo,<500,Out of Stock / 0,8.4,20.4,12.6,6.4,4.1,94.1,5.6,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,JioMart,SHIVAMAX,Home & Kitchen,General Product,<500,Medium / 6-15,8.4,19.6,12.7,4.3,4.5,97.0,5.6,Low Risk,88.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,High / 16-50,6.8,19.0,13.5,5.2,3.4,97.3,5.6,Low Risk,89.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,JioMart,Watsons,Oral Care,Dental Floss,<500,Low / 3-5,6.1,17.1,13.1,5.3,3.4,97.5,5.6,Low Risk,88.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,Meesho,Dove,Body Care,General Product,500-999,Out of Stock / 0,31.3,31.8,13.4,2.6,3.9,94.6,5.5,Low Risk,88.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Very Low / 1-2,30.3,30.8,12.9,2.3,4.3,94.7,5.5,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,Meesho,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,28.3,28.8,13.4,3.0,3.8,93.7,5.5,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,Meesho,Fino,Hair Care,Hair Oil & Serum,1000-1499,Out of Stock / 0,27.3,29.6,13.2,3.6,3.7,94.0,5.5,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,Meesho,Vaseline,Body Care,Body Lotion,500-999,Out of Stock / 0,26.4,26.9,13.3,3.6,3.9,94.0,5.5,Low Risk,88.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,26.0,26.5,13.2,2.8,4.0,94.1,5.5,Low Risk,87.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,Meesho,Colgate,Oral Care,Toothpaste,500-999,Very High / 51+,24.7,28.0,13.2,1.8,4.8,93.8,5.5,Low Risk,89.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Meesho,Vaseline,Body Care,Body Wash,500-999,Low / 3-5,23.0,23.3,13.2,2.8,4.3,95.1,5.5,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Meesho,Watsons,Skin Care,Lip Care,<500,Out of Stock / 0,14.8,30.0,13.6,1.1,3.3,99.8,5.5,Low Risk,93.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,JioMart,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,13.6,20.2,11.9,6.2,4.7,93.6,5.5,Low Risk,85.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0034,JioMart,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,13.4,18.8,12.1,9.2,3.9,91.8,5.5,Low Risk,84.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,JioMart,Biore,Skin Care,Sunscreen,500-999,Very High / 51+,12.6,16.3,12.0,6.6,4.8,92.4,5.5,Low Risk,85.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,JioMart,Dove,Hair Care,Shampoo,<500,Out of Stock / 0,11.0,21.6,12.4,6.2,4.5,93.3,5.5,Low Risk,87.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Out of Stock / 0,10.0,19.6,12.4,6.8,3.8,95.0,5.5,Low Risk,87.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,JioMart,AR,Skin Care,General Product,<500,Out of Stock / 0,9.5,19.0,12.4,4.7,3.7,96.1,5.5,Low Risk,86.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,JioMart,Dove,Hair Care,General Product,<500,Out of Stock / 0,9.4,18.6,12.4,5.5,4.2,93.2,5.5,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,JioMart,Dove,Hair Care,General Product,<500,Very High / 51+,9.3,18.4,12.5,5.2,3.8,98.4,5.5,Low Risk,87.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,JioMart,Protex,Body Care,General Product,<500,Out of Stock / 0,8.6,18.8,12.4,6.2,4.4,93.2,5.5,Low Risk,86.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,JioMart,Kaowmanee,Skin Care,General Product,<500,Out of Stock / 0,6.6,18.0,12.7,8.0,3.3,93.9,5.5,Low Risk,86.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Low / 3-5,6.1,20.2,13.1,4.9,3.9,99.7,5.5,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,JioMart,NOVOLIFE,Health & Wellness,Herbal Inhaler,<500,Very Low / 1-2,5.2,17.3,13.3,2.4,4.1,99.4,5.5,Low Risk,89.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Very High / 51+,5.1,16.7,12.9,2.4,4.4,102.1,5.5,Low Risk,91.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,Meesho,NEXCARE,Skin Care,General Product,500-999,Medium / 6-15,30.1,30.6,13.0,2.4,4.4,93.7,5.4,Low Risk,89.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,Meesho,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,28.1,30.0,13.3,0.9,4.2,96.0,5.4,Low Risk,90.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,Meesho,Pantene,Hair Care,General Product,500-999,Medium / 6-15,27.3,27.8,12.8,3.7,4.2,94.5,5.4,Low Risk,88.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,26.3,26.7,13.1,2.2,4.5,96.0,5.4,Low Risk,89.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,24.5,24.7,12.9,2.7,3.9,94.1,5.4,Low Risk,88.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Meesho,Watsons,Oral Care,Interdental Brush,500-999,Out of Stock / 0,24.2,27.1,13.2,1.8,3.8,95.3,5.4,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,JioMart,Vaseline,Body Care,Body Wash,500-999,Very Low / 1-2,17.4,17.1,11.9,8.6,4.3,91.4,5.4,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,JioMart,Nexcare,Skin Care,General Product,500-999,Low / 3-5,15.1,18.6,12.1,8.3,3.7,90.7,5.4,Low Risk,84.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,JioMart,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,13.0,19.2,11.9,7.8,3.3,92.8,5.4,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,JioMart,Sasi,Skin Care,General Product,<500,Medium / 6-15,9.9,21.6,12.7,5.7,4.0,95.5,5.4,Low Risk,89.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,JioMart,Dove,Hair Care,General Product,<500,Very High / 51+,9.2,19.2,12.4,6.6,4.4,92.2,5.4,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,JioMart,Counterpain,Health & Wellness,Pain Relief,<500,Out of Stock / 0,8.9,19.4,12.2,6.0,3.9,96.6,5.4,Low Risk,88.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,JioMart,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,8.4,20.8,13.0,3.9,3.2,98.7,5.4,Low Risk,91.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,JioMart,Dove,Hair Care,Hair Oil & Serum,<500,Out of Stock / 0,8.4,16.3,12.2,9.3,4.3,91.3,5.4,Low Risk,86.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,JioMart,Listerine,Oral Care,Mouthwash,<500,Low / 3-5,8.3,20.6,12.2,6.4,3.6,95.5,5.4,Low Risk,87.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Low / 3-5,8.2,20.6,12.7,5.1,3.8,96.6,5.4,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,8.0,19.6,12.5,3.1,4.0,98.7,5.4,Low Risk,90.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,JioMart,Watsons,Oral Care,Floss Picks,<500,Out of Stock / 0,6.8,19.2,12.6,2.4,4.2,100.5,5.4,Low Risk,90.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,JioMart,Protex,Body Care,General Product,<500,Very Low / 1-2,6.8,16.7,12.7,3.5,4.1,99.8,5.4,Low Risk,89.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,JioMart,Watsons,Oral Care,Floss Picks,<500,Low / 3-5,6.7,19.0,12.9,3.4,3.9,98.9,5.4,Low Risk,89.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,JioMart,Watsons,Oral Care,Floss Picks,<500,Very Low / 1-2,6.1,17.1,12.9,3.7,3.7,99.3,5.4,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0604,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,33.7,36.1,12.9,1.7,4.1,95.3,5.3,Low Risk,90.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,32.2,32.7,13.1,2.1,3.9,95.4,5.3,Low Risk,90.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,Meesho,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,30.4,30.8,12.9,1.9,4.1,94.9,5.3,Low Risk,89.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Meesho,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,27.9,29.8,12.7,1.8,4.5,95.4,5.3,Low Risk,89.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,JioMart,Fino,Hair Care,Hair Oil & Serum,1000-1499,Out of Stock / 0,22.1,23.1,11.5,6.9,4.8,91.3,5.3,Low Risk,85.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,JioMart,Vaseline,Skin Care,Face Cleanser,500-999,Out of Stock / 0,21.9,22.9,11.9,6.2,4.0,93.5,5.3,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,Meesho,Biore,Skin Care,Sunscreen,500-999,Very High / 51+,21.0,28.6,12.9,0.8,4.0,96.8,5.3,Low Risk,90.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,JioMart,Colgate,Oral Care,Toothpaste,500-999,Very Low / 1-2,20.8,20.4,11.4,6.3,4.4,92.1,5.3,Low Risk,84.6,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,JioMart,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,20.0,20.6,11.6,8.4,4.2,90.7,5.3,Low Risk,85.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,JioMart,Senka,Skin Care,Face Cleanser,500-999,Very Low / 1-2,19.7,19.2,11.4,7.1,4.4,92.3,5.3,Low Risk,84.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,JioMart,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,19.6,24.1,11.6,7.7,4.2,92.7,5.3,Low Risk,85.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,JioMart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,17.1,17.1,11.6,8.4,4.3,90.9,5.3,Low Risk,85.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,JioMart,Sensodyne,Oral Care,Toothpaste,500-999,Low / 3-5,15.7,15.3,11.9,7.6,3.8,91.6,5.3,Low Risk,85.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,JioMart,Watsons,Oral Care,Dental Floss,<500,Out of Stock / 0,11.2,22.0,12.6,2.5,4.6,95.9,5.3,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,JioMart,Sasi,Lip,Lip Care,<500,Medium / 6-15,9.3,18.4,12.5,5.1,3.9,95.1,5.3,Low Risk,89.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,8.6,16.9,12.4,5.5,3.5,97.2,5.3,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,JioMart,Dove,Hair Care,General Product,<500,Low / 3-5,8.5,18.8,12.4,5.6,3.9,93.8,5.3,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,JioMart,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,7.9,19.6,12.6,5.2,3.8,98.4,5.3,Low Risk,89.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,JioMart,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,7.8,19.2,12.6,2.4,3.6,99.3,5.3,Low Risk,91.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,JioMart,Watsons,Oral Care,Floss Picks,<500,Out of Stock / 0,7.5,21.0,12.3,1.8,4.6,99.0,5.3,Low Risk,92.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,Meesho,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,28.8,29.2,12.8,2.3,3.6,95.1,5.2,Low Risk,90.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,Meesho,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,27.3,27.6,12.8,2.8,3.9,94.5,5.2,Low Risk,89.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,JioMart,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,18.3,21.2,11.4,5.0,4.2,94.3,5.2,Low Risk,87.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,17.4,17.1,11.8,7.1,4.1,91.3,5.2,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,JioMart,L'Oreal Paris,Skin Care,Face Cleanser,500-999,Very High / 51+,16.6,20.2,11.2,5.3,4.7,93.9,5.2,Low Risk,86.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,JioMart,Colgate,Oral Care,Toothpaste,500-999,Medium / 6-15,12.9,15.9,11.3,5.5,4.5,94.5,5.2,Low Risk,87.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,JioMart,Pantene,Hair Care,General Product,<500,Out of Stock / 0,11.9,23.3,12.3,3.0,3.9,97.3,5.2,Low Risk,90.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,JioMart,Vaseline,Body Care,Deodorant & Body Spray,500-999,Low / 3-5,11.8,16.5,11.4,5.8,4.2,96.0,5.2,Low Risk,87.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,JioMart,Colgate,Oral Care,Toothpaste,<500,Low / 3-5,11.0,21.6,12.0,3.7,4.4,96.0,5.2,Low Risk,89.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,JioMart,Colgate,Oral Care,Toothpaste,500-999,Out of Stock / 0,9.4,17.1,12.0,4.0,4.7,95.0,5.2,Low Risk,88.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,8.7,16.9,12.0,4.6,3.7,96.5,5.2,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
