public_product_id,marketplace,brand_group,category_group,product_group,inventory_band,units_index,sales_index,margin_risk_band,revenue_quality_band,restock_priority,recommended_action,action_priority,action_reason
P1157,JioMart,Vaseline,Skin Care,Face Cleanser,Out of Stock / 0,22.9,21.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,JioMart,Tiger Balm,Health & Wellness,Pain Relief,Medium / 6-15,22.9,20.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,22.7,23.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,Meesho,Dove,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,22.7,22.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,JioMart,Dove,Hair Care,General Product,Out of Stock / 0,22.7,11.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Website,Sunsilk,Hair Care,Shampoo,Out of Stock / 0,22.7,9.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,Website,NEXCARE,Skin Care,General Product,Medium / 6-15,22.4,23.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,JioMart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,22.4,22.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,22.4,21.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,Website,Dove,Body Care,Deodorant & Body Spray,High / 16-50,22.4,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Medium / 6-15,22.4,5.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,Website,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,22.2,22.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,JioMart,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,22.2,17.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Website,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,22.2,15.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,Meesho,SHIVAMAX,Electronics & Travel Accessories,General Product,Out of Stock / 0,22.2,13.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Website,Watsons,Oral Care,Floss Picks,Very Low / 1-2,22.2,12.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Website,Sunsilk,Hair Care,Shampoo,High / 16-50,22.2,9.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Website,NOVOLIFE,Health & Wellness,Herbal Inhaler,Very Low / 1-2,22.2,6.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Medium / 6-15,22.2,6.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,JioMart,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,22.0,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,Website,Colgate,Oral Care,Toothpaste,Out of Stock / 0,22.0,12.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Website,Watsons,Skin Care,Lip Care,Out of Stock / 0,22.0,11.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,JioMart,Watsons,Oral Care,Dental Floss,Out of Stock / 0,22.0,11.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Out of Stock / 0,22.0,11.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Website,Oral-B,Oral Care,Dental Floss,Low / 3-5,21.8,22.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,Website,Dove,Hair Care,Hair Conditioner & Treatment,Low / 3-5,21.8,22.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,Website,Listerine,Oral Care,Mouthwash,Out of Stock / 0,21.8,22.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,Website,Vaseline,Body Care,Body Wash,Low / 3-5,21.8,22.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Meesho,Oral-B,Oral Care,Dental Floss,Low / 3-5,21.8,21.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,JioMart,Wangprom,Health & Wellness,General Product,Out of Stock / 0,21.8,14.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,JioMart,Oral-B,Oral Care,Dental Floss,Low / 3-5,21.6,21.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0604,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,21.6,20.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,21.6,11.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,JioMart,Colgate,Oral Care,Toothpaste,Low / 3-5,21.6,11.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,JioMart,Dove,Hair Care,Shampoo,Out of Stock / 0,21.6,11.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,JioMart,Sasi,Skin Care,General Product,Medium / 6-15,21.6,9.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,JioMart,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,21.4,21.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,Website,Tiger Balm,Health & Wellness,Pain Relief,Medium / 6-15,21.4,19.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,JioMart,Vaseline,Skin Care,Body Scrub,Very Low / 1-2,21.4,17.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,JioMart,Vaseline,Body Care,General Product,Very Low / 1-2,21.4,15.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,JioMart,Dove,Hair Care,General Product,Out of Stock / 0,21.4,10.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,Website,Dove,Hair Care,Hair Conditioner & Treatment,Low / 3-5,21.2,22.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,JioMart,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,21.2,21.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,JioMart,Oral-B,Oral Care,Toothpaste,Medium / 6-15,21.2,21.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,JioMart,Vaseline,Body Care,Body Wash,Low / 3-5,21.2,21.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,21.2,21.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0604,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,21.2,20.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,JioMart,Colgate,Oral Care,Toothpaste,Out of Stock / 0,21.2,18.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,Website,Senka,Skin Care,Face Cleanser,Very Low / 1-2,21.0,21.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,JioMart,Pantene,Hair Care,General Product,Medium / 6-15,21.0,21.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,21.0,21.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Website,Watsons,Oral Care,Interdental Brush,Out of Stock / 0,21.0,19.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Website,Sasi,Lip,Sunscreen,Very Low / 1-2,21.0,10.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,JioMart,Watsons,Oral Care,Floss Picks,Out of Stock / 0,21.0,7.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Medium / 6-15,21.0,6.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,Website,Tresemme,Hair Care,Shampoo,Very Low / 1-2,20.8,21.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,20.8,21.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,JioMart,Senka,Skin Care,Face Cleanser,Out of Stock / 0,20.8,21.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Website,Colgate,Oral Care,Toothpaste,Low / 3-5,20.8,10.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Website,Protex,Body Care,General Product,Very Low / 1-2,20.8,9.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,JioMart,Sunsilk,Hair Care,Shampoo,High / 16-50,20.8,8.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Website,Kaowmanee,Skin Care,General Product,Out of Stock / 0,20.8,7.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,Website,Vaseline,Body Care,Body Wash,Very Low / 1-2,20.6,21.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,20.6,21.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,Website,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,20.6,21.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,20.6,21.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,JioMart,Tresemme,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,20.6,20.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,Website,Counterpain,Health & Wellness,Pain Relief,Low / 3-5,20.6,19.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,Website,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,20.6,16.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,JioMart,Oral-B,Oral Care,Toothpaste,Out of Stock / 0,20.6,16.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Website,Wangprom,Health & Wellness,General Product,Out of Stock / 0,20.6,13.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Website,Colgate,Oral Care,Toothpaste,Out of Stock / 0,20.6,9.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,JioMart,Listerine,Oral Care,Mouthwash,Low / 3-5,20.6,8.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Low / 3-5,20.6,8.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,Website,Dove,Body Care,General Product,Out of Stock / 0,20.4,21.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,Website,Senka,Skin Care,Face Cleanser,Out of Stock / 0,20.4,20.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,JioMart,Colgate,Oral Care,Toothpaste,Very Low / 1-2,20.4,20.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,JioMart,Vaseline,Body Care,General Product,Out of Stock / 0,20.4,20.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Website,Colgate,Oral Care,Toothpaste,Medium / 6-15,20.4,16.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Website,Dove,Hair Care,Hair Oil & Serum,Out of Stock / 0,20.4,10.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Medium / 6-15,20.4,10.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Website,Dove,Hair Care,General Product,Low / 3-5,20.4,9.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,JioMart,Sunsilk,Hair Care,Shampoo,Out of Stock / 0,20.4,8.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,20.2,20.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,JioMart,Senka,Skin Care,Face Cleanser,Low / 3-5,20.2,20.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,Website,Colgate,Oral Care,Toothpaste,Out of Stock / 0,20.2,17.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,JioMart,L'Oreal Paris,Skin Care,Face Cleanser,Very High / 51+,20.2,16.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,JioMart,Colgate,Oral Care,Toothpaste,Low / 3-5,20.2,13.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,JioMart,Protex,Body Care,General Product,Very Low / 1-2,20.2,8.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,JioMart,Wangprom,Health & Wellness,Herbal Inhaler,Out of Stock / 0,20.2,8.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Website,Watsons,Oral Care,Floss Picks,Out of Stock / 0,20.2,7.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Low / 3-5,20.2,6.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,JioMart,Colgate,Oral Care,Toothpaste,Low / 3-5,20.0,20.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,JioMart,NEXCARE,Skin Care,General Product,Medium / 6-15,20.0,20.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,Website,Nexcare,Skin Care,General Product,Low / 3-5,20.0,16.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,JioMart,Vaseline,Body Care,Deodorant & Body Spray,Out of Stock / 0,20.0,14.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,Website,Colgate,Oral Care,Toothpaste,Low / 3-5,20.0,13.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,Website,Listerine,Oral Care,Mouthwash,Out of Stock / 0,20.0,11.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,JioMart,Oral-B,Oral Care,Dental Floss,High / 16-50,20.0,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,Website,Fino,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,19.8,20.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,Website,Pantene,Hair Care,Shampoo,Very Low / 1-2,19.8,20.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,JioMart,Vaseline,Skin Care,Sunscreen,Out of Stock / 0,19.8,20.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,JioMart,NEXCARE,Skin Care,General Product,Out of Stock / 0,19.8,15.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,Website,SHIVAMAX,Electronics & Travel Accessories,General Product,Out of Stock / 0,19.8,12.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,Website,Dove,Hair Care,General Product,Very High / 51+,19.8,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,JioMart,Ora2,Oral Care,Toothpaste,Out of Stock / 0,19.6,19.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,JioMart,Sasi,Lip,Sunscreen,Very Low / 1-2,19.6,10.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Out of Stock / 0,19.6,10.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Website,Counterpain,Health & Wellness,Pain Relief,Out of Stock / 0,19.6,9.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,JioMart,Protex,Body Care,General Product,Very Low / 1-2,19.6,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,JioMart,SHIVAMAX,Home & Kitchen,General Product,Medium / 6-15,19.6,8.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,19.6,8.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,JioMart,Sunsilk,Hair Care,Shampoo,High / 16-50,19.6,7.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,JioMart,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,Very High / 51+,19.6,6.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,Website,Senka,Skin Care,Face Cleanser,Low / 3-5,19.4,20.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,Website,Dove,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,19.4,19.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,19.4,19.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,19.4,19.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,JioMart,Oral-B,Oral Care,Toothpaste,Medium / 6-15,19.4,18.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,JioMart,Watsons,Oral Care,Interdental Brush,Out of Stock / 0,19.4,17.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Website,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,19.4,15.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,JioMart,Listerine,Oral Care,Mouthwash,Out of Stock / 0,19.4,10.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Website,Dove,Hair Care,General Product,Out of Stock / 0,19.4,10.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,JioMart,Tros,Body Care,Deodorant & Body Spray,Out of Stock / 0,19.4,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Website,Oral-B,Oral Care,Dental Floss,High / 16-50,19.4,9.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,JioMart,Counterpain,Health & Wellness,Pain Relief,Out of Stock / 0,19.4,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Website,Sunsilk,Hair Care,Shampoo,High / 16-50,19.4,8.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Website,Protex,Body Care,General Product,Very Low / 1-2,19.4,7.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Website,Sunsilk,Hair Care,Shampoo,Out of Stock / 0,19.4,7.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,Website,Colgate,Oral Care,Toothpaste,Low / 3-5,19.2,19.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,Website,Counterpain,Health & Wellness,Pain Relief,Out of Stock / 0,19.2,19.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,JioMart,Ora2,Oral Care,Toothpaste,Out of Stock / 0,19.2,19.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,JioMart,Senka,Skin Care,Face Cleanser,Very Low / 1-2,19.2,19.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,JioMart,Fino,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,19.2,19.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Website,Ora2,Oral Care,Toothpaste,Out of Stock / 0,19.2,19.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,JioMart,Pantene,Hair Care,Hair Oil & Serum,Out of Stock / 0,19.2,19.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,JioMart,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,19.2,13.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Website,Watsons,Oral Care,Floss Picks,Low / 3-5,19.2,10.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,JioMart,Watsons,Oral Care,Floss Picks,Low / 3-5,19.2,10.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,JioMart,Dove,Hair Care,General Product,Very High / 51+,19.2,9.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,JioMart,Sunsilk,Hair Care,Shampoo,High / 16-50,19.2,7.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,High / 16-50,19.2,6.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,JioMart,Watsons,Oral Care,Floss Picks,Out of Stock / 0,19.2,6.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Very High / 51+,19.2,5.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Website,Ora2,Oral Care,Toothpaste,Out of Stock / 0,19.0,19.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Website,Oral-B,Oral Care,Toothpaste,Out of Stock / 0,19.0,19.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Website,Pair,Skin Care,General Product,Out of Stock / 0,19.0,18.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,JioMart,Pair,Skin Care,General Product,Out of Stock / 0,19.0,18.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,JioMart,Colgate,Oral Care,Toothpaste,Very High / 51+,19.0,17.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,Website,Rexona,Body Care,Deodorant & Body Spray,Out of Stock / 0,19.0,15.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Medium / 6-15,19.0,9.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Out of Stock / 0,19.0,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,JioMart,AR,Skin Care,General Product,Out of Stock / 0,19.0,9.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Website,Wangprom,Health & Wellness,Herbal Inhaler,Out of Stock / 0,19.0,7.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,High / 16-50,19.0,6.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,JioMart,Watsons,Oral Care,Floss Picks,Low / 3-5,19.0,6.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,JioMart,Oral-B,Oral Care,Dental Floss,Low / 3-5,18.8,19.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,JioMart,Counterpain,Health & Wellness,Pain Relief,Out of Stock / 0,18.8,19.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,JioMart,Sensodyne,Oral Care,Toothpaste,Out of Stock / 0,18.8,19.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,JioMart,Ambi Pur,Home & Kitchen,Air Freshener,Low / 3-5,18.8,18.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,Website,Pantene,Hair Care,Shampoo,Very Low / 1-2,18.8,18.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Website,Dove,Body Care,Deodorant & Body Spray,Medium / 6-15,18.8,14.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
